paper_id,title,year,url,arxiv_id,primary_category,categories,pdf_url,topic,reason
P0153,Code Graph Model (CGM): A Graph-Integrated Large Language Model for Repository-Level Software Engineering Tasks,2025,http://arxiv.org/abs/2505.16901v4,2505.16901v4,cs.SE,"cs.SE,cs.LG",https://arxiv.org/pdf/2505.16901v4,,ranked_by=relevance;score=5
P0154,Connecting the Dots: A Chain-of-Collaboration Prompting Framework for LLM Agents,2025,http://arxiv.org/abs/2505.10936v1,2505.10936v1,cs.CL,cs.CL,https://arxiv.org/pdf/2505.10936v1,,ranked_by=relevance;score=5
P0155,ContextAgent: Context-Aware Proactive LLM Agents with Open-World Sensory Perceptions,2025,http://arxiv.org/abs/2505.14668v2,2505.14668v2,cs.AI,"cs.AI,cs.CL,cs.HC",https://arxiv.org/pdf/2505.14668v2,,ranked_by=relevance;score=5
P0156,CyberSleuth: Autonomous Blue-Team LLM Agent for Web Attack Forensics,2025,http://arxiv.org/abs/2508.20643v1,2508.20643v1,cs.CR,cs.CR,https://arxiv.org/pdf/2508.20643v1,,ranked_by=relevance;score=5
P0157,DICE: Dynamic In-Context Example Selection in LLM Agents via Efficient Knowledge Transfer,2025,http://arxiv.org/abs/2507.23554v1,2507.23554v1,cs.AI,cs.AI,https://arxiv.org/pdf/2507.23554v1,,ranked_by=relevance;score=5
P0158,DSMentor: Enhancing Data Science Agents with Curriculum Learning and Online Knowledge Accumulation,2025,http://arxiv.org/abs/2505.14163v1,2505.14163v1,cs.AI,cs.AI,https://arxiv.org/pdf/2505.14163v1,,ranked_by=relevance;score=5
P0159,DataSciBench: An LLM Agent Benchmark for Data Science,2025,http://arxiv.org/abs/2502.13897v1,2502.13897v1,cs.CL,"cs.CL,cs.AI,cs.LG",https://arxiv.org/pdf/2502.13897v1,,ranked_by=relevance;score=5
P0160,Deep Research is the New Analytics System: Towards Building the Runtime for AI-Driven Analytics,2025,http://arxiv.org/abs/2509.02751v1,2509.02751v1,cs.AI,"cs.AI,cs.DB,cs.LG,cs.MA",https://arxiv.org/pdf/2509.02751v1,,ranked_by=relevance;score=5
P0161,Distilling LLM Agent into Small Models with Retrieval and Code Tools,2025,http://arxiv.org/abs/2505.17612v2,2505.17612v2,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2505.17612v2,,ranked_by=relevance;score=5
P0162,ETOM: A Five-Level Benchmark for Evaluating Tool Orchestration within the MCP Ecosystem,2025,http://arxiv.org/abs/2510.19423v2,2510.19423v2,cs.AI,cs.AI,https://arxiv.org/pdf/2510.19423v2,,ranked_by=relevance;score=5
P0163,Edge Agentic AI Framework for Autonomous Network Optimisation in O-RAN,2025,http://arxiv.org/abs/2507.21696v4,2507.21696v4,eess.SP,eess.SP,https://arxiv.org/pdf/2507.21696v4,,ranked_by=relevance;score=5
P0164,Enabling Self-Improving Agents to Learn at Test Time With Human-In-The-Loop Guidance,2025,http://arxiv.org/abs/2507.17131v2,2507.17131v2,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2507.17131v2,,ranked_by=relevance;score=5
P0165,Encouraging Good Processes Without the Need for Good Answers: Reinforcement Learning for LLM Agent Planning,2025,http://arxiv.org/abs/2508.19598v1,2508.19598v1,cs.LG,cs.LG,https://arxiv.org/pdf/2508.19598v1,,ranked_by=relevance;score=5
P0166,End-to-End Edge AI Service Provisioning Framework in 6G ORAN,2025,http://arxiv.org/abs/2503.11933v1,2503.11933v1,cs.NI,"cs.NI,cs.AI",https://arxiv.org/pdf/2503.11933v1,,ranked_by=relevance;score=5
P0167,EpidemIQs: Prompt-to-Paper LLM Agents for Epidemic Modeling and Analysis,2025,http://arxiv.org/abs/2510.00024v1,2510.00024v1,cs.SI,"cs.SI,cs.AI",https://arxiv.org/pdf/2510.00024v1,,ranked_by=relevance;score=5
P0168,Evaluation and Benchmarking of LLM Agents: A Survey,2025,http://arxiv.org/abs/2507.21504v1,2507.21504v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2507.21504v1,,ranked_by=relevance;score=5
P0169,EvolveR: Self-Evolving LLM Agents through an Experience-Driven Lifecycle,2025,http://arxiv.org/abs/2510.16079v1,2510.16079v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2510.16079v1,,ranked_by=relevance;score=5
P0170,FEABench: Evaluating Language Models on Multiphysics Reasoning Ability,2025,http://arxiv.org/abs/2504.06260v1,2504.06260v1,cs.AI,"cs.AI,cs.CL,math.NA",https://arxiv.org/pdf/2504.06260v1,,ranked_by=relevance;score=5
P0171,FaultLine: Automated Proof-of-Vulnerability Generation Using LLM Agents,2025,http://arxiv.org/abs/2507.15241v1,2507.15241v1,cs.SE,cs.SE,https://arxiv.org/pdf/2507.15241v1,,ranked_by=relevance;score=5
P0172,GEO-Detective: Unveiling Location Privacy Risks in Images with LLM Agents,2025,http://arxiv.org/abs/2511.22441v1,2511.22441v1,cs.CR,"cs.CR,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2511.22441v1,,ranked_by=relevance;score=5
P0173,GSM-Agent: Understanding Agentic Reasoning Using Controllable Environments,2025,http://arxiv.org/abs/2509.21998v2,2509.21998v2,cs.AI,"cs.AI,cs.LG",https://arxiv.org/pdf/2509.21998v2,,ranked_by=relevance;score=5
P0174,Generalizable End-to-End Tool-Use RL with Synthetic CodeGym,2025,http://arxiv.org/abs/2509.17325v1,2509.17325v1,cs.LG,"cs.LG,cs.AI,cs.CL",https://arxiv.org/pdf/2509.17325v1,,ranked_by=relevance;score=5
P0175,GraphCodeAgent: Dual Graph-Guided LLM Agent for Retrieval-Augmented Repo-Level Code Generation,2025,http://arxiv.org/abs/2504.10046v2,2504.10046v2,cs.SE,cs.SE,https://arxiv.org/pdf/2504.10046v2,,ranked_by=relevance;score=5
P0176,Grounded Test-Time Adaptation for LLM Agents,2025,http://arxiv.org/abs/2511.04847v3,2511.04847v3,cs.LG,cs.LG,https://arxiv.org/pdf/2511.04847v3,,ranked_by=relevance;score=5
P0177,Group-in-Group Policy Optimization for LLM Agent Training,2025,http://arxiv.org/abs/2505.10978v3,2505.10978v3,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2505.10978v3,,ranked_by=relevance;score=5
P0178,InfiAgent: Self-Evolving Pyramid Agent Framework for Infinite Scenarios,2025,http://arxiv.org/abs/2509.22502v2,2509.22502v2,cs.AI,"cs.AI,cs.HC",https://arxiv.org/pdf/2509.22502v2,,ranked_by=relevance;score=5
P0179,Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn LLM Agents,2025,http://arxiv.org/abs/2510.14967v1,2510.14967v1,cs.CL,"cs.CL,cs.AI,cs.LG",https://arxiv.org/pdf/2510.14967v1,,ranked_by=relevance;score=5
P0180,LARC: Towards Human-level Constrained Retrosynthesis Planning through an Agentic Framework,2025,http://arxiv.org/abs/2508.11860v1,2508.11860v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2508.11860v1,,ranked_by=relevance;score=5
P0181,LLM Assisted Coding with Metamorphic Specification Mutation Agent,2025,http://arxiv.org/abs/2511.18249v1,2511.18249v1,cs.SE,cs.SE,https://arxiv.org/pdf/2511.18249v1,,ranked_by=relevance;score=5
P0182,LLMs as Firmware Experts: A Runtime-Grown Tree-of-Agents Framework,2025,http://arxiv.org/abs/2511.18438v1,2511.18438v1,cs.CR,"cs.CR,cs.SE",https://arxiv.org/pdf/2511.18438v1,,ranked_by=relevance;score=5
P0183,LaMDAgent: An Autonomous Framework for Post-Training Pipeline Optimization via LLM Agents,2025,http://arxiv.org/abs/2505.21963v1,2505.21963v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2505.21963v1,,ranked_by=relevance;score=5
P0184,"Learn as Individuals, Evolve as a Team: Multi-agent LLMs Adaptation in Embodied Environments",2025,http://arxiv.org/abs/2506.07232v1,2506.07232v1,cs.MA,"cs.MA,cs.AI,cs.LG",https://arxiv.org/pdf/2506.07232v1,,ranked_by=relevance;score=5
P0185,Leveraging LLMs as Meta-Judges: A Multi-Agent Framework for Evaluating LLM Judgments,2025,http://arxiv.org/abs/2504.17087v1,2504.17087v1,cs.AI,cs.AI,https://arxiv.org/pdf/2504.17087v1,,ranked_by=relevance;score=5
P0186,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,2025,http://arxiv.org/abs/2510.15994v1,2510.15994v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2510.15994v1,,ranked_by=relevance;score=5
P0187,MCP-Bench: Benchmarking Tool-Using LLM Agents with Complex Real-World Tasks via MCP Servers,2025,http://arxiv.org/abs/2508.20453v1,2508.20453v1,cs.CL,cs.CL,https://arxiv.org/pdf/2508.20453v1,,ranked_by=relevance;score=5
P0188,"MCP-Flow: Facilitating LLM Agents to Master Real-World, Diverse and Scaling MCP Tools",2025,http://arxiv.org/abs/2510.24284v2,2510.24284v2,cs.AI,cs.AI,https://arxiv.org/pdf/2510.24284v2,,ranked_by=relevance;score=5
P0189,MCP-RADAR: A Multi-Dimensional Benchmark for Evaluating Tool Use Capabilities in Large Language Models,2025,http://arxiv.org/abs/2505.16700v2,2505.16700v2,cs.AI,cs.AI,https://arxiv.org/pdf/2505.16700v2,,ranked_by=relevance;score=5
P0190,MCP-Universe: Benchmarking Large Language Models with Real-World Model Context Protocol Servers,2025,http://arxiv.org/abs/2508.14704v1,2508.14704v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2508.14704v1,,ranked_by=relevance;score=5
P0191,MCPAgentBench: A Real-world Task Benchmark for Evaluating LLM Agent MCP Tool Use,2025,http://arxiv.org/abs/2512.24565v3,2512.24565v3,cs.AI,cs.AI,https://arxiv.org/pdf/2512.24565v3,,ranked_by=relevance;score=5
P0192,Measuring Data Science Automation: A Survey of Evaluation Tools for AI Assistants and Agents,2025,http://arxiv.org/abs/2506.08800v2,2506.08800v2,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2506.08800v2,,ranked_by=relevance;score=5
P0193,MedicalOS: An LLM Agent based Operating System for Digital Healthcare,2025,http://arxiv.org/abs/2509.11507v1,2509.11507v1,cs.AI,cs.AI,https://arxiv.org/pdf/2509.11507v1,,ranked_by=relevance;score=5
P0194,MemTool: Optimizing Short-Term Memory Management for Dynamic Tool Calling in LLM Agent Multi-Turn Conversations,2025,http://arxiv.org/abs/2507.21428v1,2507.21428v1,cs.CL,cs.CL,https://arxiv.org/pdf/2507.21428v1,,ranked_by=relevance;score=5
P0195,Merge and Conquer: Evolutionarily Optimizing AI for 2048,2025,http://arxiv.org/abs/2510.20205v1,2510.20205v1,cs.AI,cs.AI,https://arxiv.org/pdf/2510.20205v1,,ranked_by=relevance;score=5
P0196,Meta-Policy Reflexion: Reusable Reflective Memory and Rule Admissibility for Resource-Efficient LLM Agent,2025,http://arxiv.org/abs/2509.03990v2,2509.03990v2,cs.AI,cs.AI,https://arxiv.org/pdf/2509.03990v2,,ranked_by=relevance;score=5
P0197,MuaLLM: A Multimodal Large Language Model Agent for Circuit Design Assistance with Hybrid Contextual Retrieval-Augmented Generation,2025,http://arxiv.org/abs/2508.08137v1,2508.08137v1,cs.LG,"cs.LG,cs.AI,eess.SY",https://arxiv.org/pdf/2508.08137v1,,ranked_by=relevance;score=5
P0198,MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents,2025,http://arxiv.org/abs/2503.01935v1,2503.01935v1,cs.MA,"cs.MA,cs.AI,cs.CL,cs.CY",https://arxiv.org/pdf/2503.01935v1,,ranked_by=relevance;score=5
P0199,MultiMind: Enhancing Werewolf Agents with Multimodal Reasoning and Theory of Mind,2025,http://arxiv.org/abs/2504.18039v4,2504.18039v4,cs.AI,cs.AI,https://arxiv.org/pdf/2504.18039v4,,ranked_by=relevance;score=5
P0200,NewtonBench: Benchmarking Generalizable Scientific Law Discovery in LLM Agents,2025,http://arxiv.org/abs/2510.07172v2,2510.07172v2,cs.AI,cs.AI,https://arxiv.org/pdf/2510.07172v2,,ranked_by=relevance;score=5
P0201,ORFS-agent: Tool-Using Agents for Chip Design Optimization,2025,http://arxiv.org/abs/2506.08332v2,2506.08332v2,cs.AI,cs.AI,https://arxiv.org/pdf/2506.08332v2,,ranked_by=relevance;score=5
P0202,OmniReflect: Discovering Transferable Constitutions for LLM agents via Neuro-Symbolic Reflections,2025,http://arxiv.org/abs/2506.17449v1,2506.17449v1,cs.AI,cs.AI,https://arxiv.org/pdf/2506.17449v1,,ranked_by=relevance;score=5
P0203,"Overhearing LLM Agents: A Survey, Taxonomy, and Roadmap",2025,http://arxiv.org/abs/2509.16325v1,2509.16325v1,cs.CL,"cs.CL,cs.AI,cs.HC",https://arxiv.org/pdf/2509.16325v1,,ranked_by=relevance;score=5
P0204,Persuasion at Play: Understanding Misinformation Dynamics in Demographic-Aware Human-LLM Interactions,2025,http://arxiv.org/abs/2503.02038v2,2503.02038v2,cs.CL,cs.CL,https://arxiv.org/pdf/2503.02038v2,,ranked_by=relevance;score=5
P0205,Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL,2025,http://arxiv.org/abs/2505.18098v2,2505.18098v2,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2505.18098v2,,ranked_by=relevance;score=5
P0206,ProAgent: Harnessing On-Demand Sensory Contexts for Proactive LLM Agent Systems,2025,http://arxiv.org/abs/2512.06721v1,2512.06721v1,cs.AI,"cs.AI,cs.CL,cs.HC",https://arxiv.org/pdf/2512.06721v1,,ranked_by=relevance;score=5
P0207,QUITE: A Query Rewrite System Beyond Rules with LLM Agents,2025,http://arxiv.org/abs/2506.07675v3,2506.07675v3,cs.DB,"cs.DB,cs.AI",https://arxiv.org/pdf/2506.07675v3,,ranked_by=relevance;score=5
P0208,RAS-Eval: A Comprehensive Benchmark for Security Evaluation of LLM Agents in Real-World Environments,2025,http://arxiv.org/abs/2506.15253v1,2506.15253v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2506.15253v1,,ranked_by=relevance;score=5
P0209,REMSA: An LLM Agent for Foundation Model Selection in Remote Sensing,2025,http://arxiv.org/abs/2511.17442v1,2511.17442v1,cs.CV,"cs.CV,cs.AI",https://arxiv.org/pdf/2511.17442v1,,ranked_by=relevance;score=5
P0210,RExBench: Can coding agents autonomously implement AI research extensions?,2025,http://arxiv.org/abs/2506.22598v2,2506.22598v2,cs.CL,cs.CL,https://arxiv.org/pdf/2506.22598v2,,ranked_by=relevance;score=5
P0211,ReAcTree: Hierarchical LLM Agent Trees with Control Flow for Long-Horizon Task Planning,2025,http://arxiv.org/abs/2511.02424v1,2511.02424v1,cs.AI,cs.AI,https://arxiv.org/pdf/2511.02424v1,,ranked_by=relevance;score=5
P0212,Reliable Weak-to-Strong Monitoring of LLM Agents,2025,http://arxiv.org/abs/2508.19461v1,2508.19461v1,cs.AI,"cs.AI,cs.CR,cs.LG",https://arxiv.org/pdf/2508.19461v1,,ranked_by=relevance;score=5
P0213,"Reproducibility Study of ""Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents""",2025,http://arxiv.org/abs/2505.09289v1,2505.09289v1,cs.AI,cs.AI,https://arxiv.org/pdf/2505.09289v1,,ranked_by=relevance;score=5
P0214,SHADE-Arena: Evaluating Sabotage and Monitoring in LLM Agents,2025,http://arxiv.org/abs/2506.15740v2,2506.15740v2,cs.AI,"cs.AI,cs.CR,cs.LG",https://arxiv.org/pdf/2506.15740v2,,ranked_by=relevance;score=5
P0215,SIRAJ: Diverse and Efficient Red-Teaming for LLM Agents via Distilled Structured Reasoning,2025,http://arxiv.org/abs/2510.26037v1,2510.26037v1,cs.CR,"cs.CR,cs.AI,cs.CL",https://arxiv.org/pdf/2510.26037v1,,ranked_by=relevance;score=5
P0216,SafeScientist: Toward Risk-Aware Scientific Discoveries by LLM Agents,2025,http://arxiv.org/abs/2505.23559v1,2505.23559v1,cs.AI,cs.AI,https://arxiv.org/pdf/2505.23559v1,,ranked_by=relevance;score=5
P0217,Scaling Long-Horizon LLM Agent via Context-Folding,2025,http://arxiv.org/abs/2510.11967v1,2510.11967v1,cs.CL,"cs.CL,cs.LG",https://arxiv.org/pdf/2510.11967v1,,ranked_by=relevance;score=5
P0218,"SciML Agents: Write the Solver, Not the Solution",2025,http://arxiv.org/abs/2509.09936v1,2509.09936v1,cs.LG,"cs.LG,math.NA",https://arxiv.org/pdf/2509.09936v1,,ranked_by=relevance;score=5
P0219,Secure Multi-LLM Agentic AI and Agentification for Edge General Intelligence by Zero-Trust: A Survey,2025,http://arxiv.org/abs/2508.19870v1,2508.19870v1,cs.NI,cs.NI,https://arxiv.org/pdf/2508.19870v1,,ranked_by=relevance;score=5
P0220,Semantically-Aware LLM Agent to Enhance Privacy in Conversational AI Services,2025,http://arxiv.org/abs/2510.27016v1,2510.27016v1,cs.CL,cs.CL,https://arxiv.org/pdf/2510.27016v1,,ranked_by=relevance;score=5
P0221,Simulating Rumor Spreading in Social Networks using LLM Agents,2025,http://arxiv.org/abs/2502.01450v1,2502.01450v1,cs.SI,"cs.SI,cs.AI",https://arxiv.org/pdf/2502.01450v1,,ranked_by=relevance;score=5
P0222,SkyRL-Agent: Efficient RL Training for Multi-turn LLM Agent,2025,http://arxiv.org/abs/2511.16108v1,2511.16108v1,cs.AI,cs.AI,https://arxiv.org/pdf/2511.16108v1,,ranked_by=relevance;score=5
P0223,StaffPro: an LLM Agent for Joint Staffing and Profiling,2025,http://arxiv.org/abs/2507.21636v1,2507.21636v1,cs.AI,cs.AI,https://arxiv.org/pdf/2507.21636v1,,ranked_by=relevance;score=5
P0224,StockBench: Can LLM Agents Trade Stocks Profitably In Real-world Markets?,2025,http://arxiv.org/abs/2510.02209v1,2510.02209v1,cs.LG,"cs.LG,cs.CL",https://arxiv.org/pdf/2510.02209v1,,ranked_by=relevance;score=5
P0225,Structured Uncertainty guided Clarification for LLM Agents,2025,http://arxiv.org/abs/2511.08798v1,2511.08798v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2511.08798v1,,ranked_by=relevance;score=5
P0226,Task Memory Engine (TME): Enhancing State Awareness for Multi-Step LLM Agent Tasks,2025,http://arxiv.org/abs/2504.08525v4,2504.08525v4,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2504.08525v4,,ranked_by=relevance;score=5
P0227,Task Memory Engine: Spatial Memory for Robust Multi-Step LLM Agents,2025,http://arxiv.org/abs/2505.19436v1,2505.19436v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2505.19436v1,,ranked_by=relevance;score=5
P0228,ToolACE-MT: Non-Autoregressive Generation for Agentic Multi-Turn Interaction,2025,http://arxiv.org/abs/2508.12685v1,2508.12685v1,cs.CL,"cs.CL,cs.AI,cs.LG",https://arxiv.org/pdf/2508.12685v1,,ranked_by=relevance;score=5
P0229,ToolScope: Enhancing LLM Agent Tool Use through Tool Merging and Context-Aware Filtering,2025,http://arxiv.org/abs/2510.20036v1,2510.20036v1,cs.CL,"cs.CL,cs.SE",https://arxiv.org/pdf/2510.20036v1,,ranked_by=relevance;score=5
P0230,Toward Verifiable Misinformation Detection: A Multi-Tool LLM Agent Framework,2025,http://arxiv.org/abs/2508.03092v1,2508.03092v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2508.03092v1,,ranked_by=relevance;score=5
P0231,Towards Enforcing Company Policy Adherence in Agentic Workflows,2025,http://arxiv.org/abs/2507.16459v2,2507.16459v2,cs.CL,cs.CL,https://arxiv.org/pdf/2507.16459v2,,ranked_by=relevance;score=5
P0232,Towards Operational Validation of LLM-Agent Social Simulations: A Replicated Study of a Reddit-like Technology Forum,2025,http://arxiv.org/abs/2508.21740v2,2508.21740v2,cs.CY,"cs.CY,cs.SI,physics.soc-ph",https://arxiv.org/pdf/2508.21740v2,,ranked_by=relevance;score=5
P0233,Training Task Reasoning LLM Agents for Multi-turn Task Planning via Single-turn Reinforcement Learning,2025,http://arxiv.org/abs/2509.20616v2,2509.20616v2,cs.LG,"cs.LG,eess.SY",https://arxiv.org/pdf/2509.20616v2,,ranked_by=relevance;score=5
P0234,Use of Retrieval-Augmented Large Language Model Agent for Long-Form COVID-19 Fact-Checking,2025,http://arxiv.org/abs/2512.00007v1,2512.00007v1,cs.IR,"cs.IR,cs.AI,cs.CL",https://arxiv.org/pdf/2512.00007v1,,ranked_by=relevance;score=5
P0235,Using Copilot Agent Mode to Automate Library Migration: A Quantitative Assessment,2025,http://arxiv.org/abs/2510.26699v3,2510.26699v3,cs.SE,cs.SE,https://arxiv.org/pdf/2510.26699v3,,ranked_by=relevance;score=5
P0236,We Should Identify and Mitigate Third-Party Safety Risks in MCP-Powered Agent Systems,2025,http://arxiv.org/abs/2506.13666v1,2506.13666v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2506.13666v1,,ranked_by=relevance;score=5
P0237,What Makes LLM Agent Simulations Useful for Policy? Insights From an Iterative Design Engagement in Emergency Preparedness,2025,http://arxiv.org/abs/2509.21868v1,2509.21868v1,cs.HC,"cs.HC,cs.CL",https://arxiv.org/pdf/2509.21868v1,,ranked_by=relevance;score=5
P0238,Where LLM Agents Fail and How They can Learn From Failures,2025,http://arxiv.org/abs/2509.25370v1,2509.25370v1,cs.AI,cs.AI,https://arxiv.org/pdf/2509.25370v1,,ranked_by=relevance;score=5
P0239,Youtu-Agent: Scaling Agent Productivity with Automated Generation and Hybrid Policy Optimization,2025,http://arxiv.org/abs/2512.24615v1,2512.24615v1,cs.AI,cs.AI,https://arxiv.org/pdf/2512.24615v1,,ranked_by=relevance;score=5
P0240,Agent-Based Modelling Meets Generative AI in Social Network Simulations,2024,http://arxiv.org/abs/2411.16031v1,2411.16031v1,cs.SI,"cs.SI,cs.MA",https://arxiv.org/pdf/2411.16031v1,,ranked_by=relevance;score=5
P0241,Agent-SafetyBench: Evaluating the Safety of LLM Agents,2024,http://arxiv.org/abs/2412.14470v2,2412.14470v2,cs.CL,cs.CL,https://arxiv.org/pdf/2412.14470v2,,ranked_by=relevance;score=5
P0242,AgentReview: Exploring Peer Review Dynamics with LLM Agents,2024,http://arxiv.org/abs/2406.12708v2,2406.12708v2,cs.CL,cs.CL,https://arxiv.org/pdf/2406.12708v2,,ranked_by=relevance;score=5
P0243,AgentSquare: Automatic LLM Agent Search in Modular Design Space,2024,http://arxiv.org/abs/2410.06153v3,2410.06153v3,cs.CL,cs.CL,https://arxiv.org/pdf/2410.06153v3,,ranked_by=relevance;score=5
P0244,An LLM Agent for Automatic Geospatial Data Analysis,2024,http://arxiv.org/abs/2410.18792v2,2410.18792v2,cs.CY,"cs.CY,cs.CL",https://arxiv.org/pdf/2410.18792v2,,ranked_by=relevance;score=5
P0245,Asynchronous Tool Usage for Real-Time Agents,2024,http://arxiv.org/abs/2410.21620v1,2410.21620v1,cs.AI,cs.AI,https://arxiv.org/pdf/2410.21620v1,,ranked_by=relevance;score=5
P0246,AvaTaR: Optimizing LLM Agents for Tool Usage via Contrastive Reasoning,2024,http://arxiv.org/abs/2406.11200v3,2406.11200v3,cs.LG,"cs.LG,cs.CL",https://arxiv.org/pdf/2406.11200v3,,ranked_by=relevance;score=5
P0247,Better than Your Teacher: LLM Agents that learn from Privileged AI Feedback,2024,http://arxiv.org/abs/2410.05434v1,2410.05434v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2410.05434v1,,ranked_by=relevance;score=5
P0248,CRMArena: Understanding the Capacity of LLM Agents to Perform Professional CRM Tasks in Realistic Environments,2024,http://arxiv.org/abs/2411.02305v2,2411.02305v2,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2411.02305v2,,ranked_by=relevance;score=5
P0249,Caution for the Environment: Multimodal LLM Agents are Susceptible to Environmental Distractions,2024,http://arxiv.org/abs/2408.02544v3,2408.02544v3,cs.CL,cs.CL,https://arxiv.org/pdf/2408.02544v3,,ranked_by=relevance;score=5
P0250,CodeNav: Beyond tool-use to using real-world codebases with LLM agents,2024,http://arxiv.org/abs/2406.12276v1,2406.12276v1,cs.AI,"cs.AI,cs.CL,cs.SE",https://arxiv.org/pdf/2406.12276v1,,ranked_by=relevance;score=5
P0251,CodeTree: Agent-guided Tree Search for Code Generation with Large Language Models,2024,http://arxiv.org/abs/2411.04329v2,2411.04329v2,cs.CL,cs.CL,https://arxiv.org/pdf/2411.04329v2,,ranked_by=relevance;score=5
P0252,CodexGraph: Bridging Large Language Models and Code Repositories via Code Graph Databases,2024,http://arxiv.org/abs/2408.03910v2,2408.03910v2,cs.SE,"cs.SE,cs.AI,cs.CL",https://arxiv.org/pdf/2408.03910v2,,ranked_by=relevance;score=5
P0253,Controlling Large Language Model Agents with Entropic Activation Steering,2024,http://arxiv.org/abs/2406.00244v2,2406.00244v2,cs.CL,cs.CL,https://arxiv.org/pdf/2406.00244v2,,ranked_by=relevance;score=5
P0254,EHRAgent: Code Empowers Large Language Models for Few-shot Complex Tabular Reasoning on Electronic Health Records,2024,http://arxiv.org/abs/2401.07128v3,2401.07128v3,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2401.07128v3,,ranked_by=relevance;score=5
P0255,Elicitron: An LLM Agent-Based Simulation Framework for Design Requirements Elicitation,2024,http://arxiv.org/abs/2404.16045v1,2404.16045v1,cs.HC,"cs.HC,cs.AI,cs.MA",https://arxiv.org/pdf/2404.16045v1,,ranked_by=relevance;score=5
P0256,Empowering Large Language Model Agents through Action Learning,2024,http://arxiv.org/abs/2402.15809v2,2402.15809v2,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2402.15809v2,,ranked_by=relevance;score=5
P0257,Enhancing Decision-Making for LLM Agents via Step-Level Q-Value Models,2024,http://arxiv.org/abs/2409.09345v1,2409.09345v1,cs.AI,cs.AI,https://arxiv.org/pdf/2409.09345v1,,ranked_by=relevance;score=5
P0258,Evaluating and Enhancing LLMs Agent based on Theory of Mind in Guandan: A Multi-Player Cooperative Game under Imperfect Information,2024,http://arxiv.org/abs/2408.02559v1,2408.02559v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2408.02559v1,,ranked_by=relevance;score=5
P0259,Executable Code Actions Elicit Better LLM Agents,2024,http://arxiv.org/abs/2402.01030v4,2402.01030v4,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2402.01030v4,,ranked_by=relevance;score=5
P0260,Federated In-Context LLM Agent Learning,2024,http://arxiv.org/abs/2412.08054v1,2412.08054v1,cs.LG,"cs.LG,cs.AI,cs.CL,cs.CR",https://arxiv.org/pdf/2412.08054v1,,ranked_by=relevance;score=5
P0261,GIVE: Structured Reasoning of Large Language Models with Knowledge Graph Inspired Veracity Extrapolation,2024,http://arxiv.org/abs/2410.08475v3,2410.08475v3,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2410.08475v3,,ranked_by=relevance;score=5
P0262,Human-Centered LLM-Agent User Interface: A Position Paper,2024,http://arxiv.org/abs/2405.13050v2,2405.13050v2,cs.HC,"cs.HC,cs.AI",https://arxiv.org/pdf/2405.13050v2,,ranked_by=relevance;score=5
P0263,Imprompter: Tricking LLM Agents into Improper Tool Use,2024,http://arxiv.org/abs/2410.14923v2,2410.14923v2,cs.CR,cs.CR,https://arxiv.org/pdf/2410.14923v2,,ranked_by=relevance;score=5
P0264,Interpreting Multi-band Galaxy Observations with Large Language Model-Based Agents,2024,http://arxiv.org/abs/2409.14807v2,2409.14807v2,astro-ph.IM,"astro-ph.IM,astro-ph.GA",https://arxiv.org/pdf/2409.14807v2,,ranked_by=relevance;score=5
